제목,날짜,긍정,부정,중립,제목_긍정,제목_부정,제목_중립
"10년 뒤 사교육 시장 확 달라집니다, 부동산 시장 영향은? [이병훈 교육컨설턴트 2부] @yurisma",2022-07-26,0.000638887,0.003617439,0.9957436,4.37E-05,3.56E-05,0.9999207
연봉 3천 직장인이 부자되는 5년 계획,2022-07-25,0.000767901,0.014123149,0.9851089,0.00011835,6.76E-05,0.9998141
"지금 가만히 있으면 안 됩니다, 흐름을 알고 옮기세요 [오건영 부부장 클립 2부]",2022-07-25,0.000974893,0.006137141,0.99288785,5.74E-05,5.88E-05,0.9998838
역대급 거래 절벽에 '확' 바꾼 부동산 정책들 [이승현 부동산 전문 회계사],2022-07-24,0.00059912,0.00141849,0.9979823,4.94E-05,9.96E-05,0.999851
감정 싸움으로 번진 부동산 시장에서 당신이 해야할 것,2022-07-24,0.000994568,0.00583505,0.99317044,7.94E-05,0.000169633,0.99975103
실패를 인정하는 것만으로도 큰 부자가 될 수 있습니다 [박종석 정신과 전문의 2부],2022-07-24,0.003010816,0.036335994,0.9606533,0.005366821,0.010223084,0.98441005
"""폭락한다는 집값"" 큰 이변은 없습니다, 시장을 똑바로 보세요 [아기곰 풀버전]",2022-07-24,0.001140548,0.010728461,0.98813105,4.02E-05,5.54E-05,0.9999044
경제 위기 때 부자들이 조용히 매수하는 지역 특징 [이상우 대표 3부],2022-07-23,0.002715237,0.009760301,0.98752445,7.81E-05,4.17E-05,0.9998802
무조건 배우자 만들어야 할 사람 VS 절대 결혼하면 안 되는 사람 [이인철 이혼전문변호사 풀버전],2022-07-22,0.001233958,0.026502809,0.9722633,4.63E-05,5.29E-05,0.9999008
'이런 관계'를 끊는 것 만으로도 남은 인생이 달라집니다 [상남자들],2022-07-22,0.00088365,0.043725275,0.95539105,0.000261401,0.000669502,0.99906915
"지금이 기회입니다, 남들이 두려워 할 때 들어가세요 [한국경제산업연구원 김광석 실장 2부] @LetUReadEconomy",2022-07-22,0.000853688,0.011272715,0.9878736,6.58E-05,6.63E-05,0.9998678
"하필 지금, 왜 이런 부동산 정책이 나왔을까?",2022-07-21,0.003021808,0.02569583,0.9712823,7.73E-05,5.38E-05,0.99986875
"막 모으지 마세요, 2022년 저축에도 '트렌드'가 있습니다 [구채희 작가 2부] @koochaehee",2022-07-21,0.00219143,0.00430929,0.99349934,4.88E-05,4.07E-05,0.9999106
"'향후 1년' 오르고 내릴 자산은 따로 있습니다, 무조건 알고가세요 [한국경제산업연구원 김광석 실장 1부] @LetUReadEconomy",2022-07-20,0.0025922,0.007295881,0.990112,7.59E-05,5.94E-05,0.9998647
"2022년 여름, 지금을 '집값 폭락'이라고 말하기 어려운 이유 [아기곰 3부 / 재야의 고수]",2022-07-20,0.001723945,0.032921836,0.9653542,3.31E-05,4.40E-05,0.9999229
'이걸' 관리할 줄 아는 사람이 부자됩니다 ['부자되는 자산 관리 앱' 도미노],2022-07-19,0.004726736,0.002113365,0.99315983,0.000173082,6.40E-05,0.99976295
부자되고 싶은 2030 기본 마인드 세팅,2022-07-18,0.014204657,0.028288297,0.9575071,6.15E-05,3.57E-05,0.99990284
"부동산&주식이 전부 아닙니다, 자산은 이렇게 배분하세요 [오건영 부부장 클립 1부]",2022-07-18,0.002038236,0.010206132,0.9877557,7.89E-05,4.61E-05,0.99987495
"2030 결혼과 '반반 문화', 다름을 인정하고 진짜 사랑하세요",2022-07-17,0.000493032,0.016029337,0.9834776,7.52E-05,4.68E-05,0.99987805
대한민국 부동산 집값 이제 이렇게 됩니다 [김영익 교수 3부],2022-07-17,0.001246602,0.027865283,0.9708881,4.51E-05,4.31E-05,0.9999118
"부부 공동 재산, 관심 끄고 있었다면 나중에 큰일납니다 [이인철 변호사 3부]",2022-07-16,0.000858681,0.047935247,0.9512061,5.44E-05,3.96E-05,0.99990594
집값 하락에 전혀 영향 안 받는 '이 지역' 특징 [이병훈 교육컨설턴트 1부] @yurisma,2022-07-16,0.001082844,0.005117851,0.9937992,4.03E-05,5.08E-05,0.9999089
"PC 하나만 있으면 됩니다, 이 주식 투자법 무조건 배워두세요 [강환국 작가 2부]",2022-07-16,0.010835677,0.019567542,0.96959674,6.50E-05,4.33E-05,0.99989176
"엉망진창 가계부, 당장 이거부터 하세요 [상남자들]",2022-07-15,0.00065752,0.018708827,0.9806337,8.49E-05,0.000227315,0.9996878
돈 때문에 스트레스 받는다면 지금 당장 쉬어가세요 [박종석 정신과전문의 1부],2022-07-15,0.000922626,0.055573914,0.9435035,0.000104124,0.000207836,0.999688
'찐 하락장'에 나타나는 4가지 징후 알려드립니다,2022-07-14,0.019976594,0.055317476,0.9247059,4.80E-05,4.91E-05,0.99990284
"돈 버는 판도 바뀌었다, 앞으로 6개월 돈 벌 기회입니다 [김영익 서강대 교수 2부]",2022-07-14,0.012206109,0.019571632,0.96822226,0.000618126,0.000221917,0.99915993
완전 폭락은 없습니다만 이건 준비하세요 [아기곰 2부 / 재야의 고수],2022-07-13,0.001681896,0.012546835,0.9857713,6.97E-05,0.000555681,0.9993747
"연말까지 금리 '쭉' 오른다, 지금까지와 다른 세상 펼쳐집니다 [오건영 부부장 풀버전]",2022-07-13,0.002152034,0.007819991,0.99002796,4.93E-05,6.31E-05,0.99988747
"""물가 폭등? 자산 폭락?"" 향후 1년 시장 이렇게 됩니다 [김영익 서강대 교수 1부]",2022-07-12,0.000927641,0.019545179,0.9795272,5.56E-05,0.00015075,0.9997936
"""비혼&비출산"" 이제는 아파트로 내 집 마련 포기합니다",2022-07-11,0.000471674,0.006259686,0.9932686,5.89E-05,4.57E-05,0.99989533
"역대급 거래절벽, 아파트 시장 앞으로 이렇게 됩니다 [이상우 대표 2부]",2022-07-11,0.000637427,0.006687597,0.99267495,3.71E-05,6.02E-05,0.9999027
집 사는 순서만 제대로 알아도 1천만 원 아낍니다 [이승현 부동산 전문 회계사 3부],2022-07-10,0.000536874,0.001322952,0.99814016,0.000185544,0.000139533,0.9996749
이혼할 때 '이거 하나로' 빈털터리 될 수 있습니다 [이혼 전문 변호사 이인철 2부],2022-07-09,0.001578516,0.020783892,0.97763765,0.000124454,0.000272466,0.9996031
"목돈, 이럴 때일수록 이런 곳에 묻어두세요 [김제경 소장 풀버전 / @TUMI7777 ]",2022-07-08,0.00124226,0.00530688,0.99345094,0.000105723,9.28E-05,0.99980146
"""월급에 만족 못 해요"" 퇴근 후 딱 2시간만 쓰세요 [구채희 / @koochaehee ]",2022-07-08,0.012769154,0.01176797,0.97546285,5.77E-05,6.70E-05,0.9998753
"폭락에 지친 당신, 이걸 사야할 때가 왔습니다",2022-07-08,0.003693518,0.020356238,0.9759503,0.001264745,0.19550662,0.8032286
"달라진 부동산판, 투자 방향 이렇게 설정하세요",2022-07-07,0.000689973,0.015280528,0.98402935,4.98E-05,3.51E-05,0.9999151
"""미분양이 늘고있다?"" 하반기 집값 이렇게 됩니다 [이상우 대표 1부]",2022-07-07,0.002827141,0.01124753,0.98592526,3.88E-05,4.79E-05,0.9999132
"전월세 대혼란 다가온다, 이제 시장은 이렇게 됩니다 [아기곰 1부, 재야의 고수]",2022-07-06,0.000584369,0.004100334,0.99531525,3.16E-05,6.32E-05,0.9999052
진짜 부자는 '이렇게' 되는 겁니다. 퇴사 준비하세요 [강환국 작가 1부],2022-07-06,0.003092059,0.011955124,0.98495287,0.000158002,0.000127208,0.9997148
"집주인&세입자 필수 시청, 이 정책 알고가야 합니다",2022-07-04,0.022919111,0.039294507,0.93778634,4.04E-05,5.66E-05,0.99990296
"1주택 갈아타기 전, 이 영상 필수로 확인하세요 [이승현 부동산 전문 회계사 2부]",2022-07-04,0.000616824,0.000942842,0.9984403,5.51E-05,6.83E-05,0.9998766
"가진 현금, 전세로 묵히지 마세요",2022-07-03,0.000761641,0.005755729,0.9934826,0.000380642,0.000251646,0.9993678
"최악의 물가 상승, 모두가 걱정할 때 부는 이렇게 이동합니다",2022-07-02,0.00508173,0.02519983,0.96971846,5.36E-05,5.32E-05,0.9998932
"명심하세요, 이런 사람과 결혼해야 후회 안 합니다 [이인철 변호사 1부]",2022-07-02,0.001432606,0.01972852,0.9788389,8.49E-05,7.84E-05,0.9998367
평범한 2030이 5060되면 겪는 현실 [정선용 작가 3부],2022-07-01,0.007483671,0.007707744,0.9848086,9.76E-05,0.000140801,0.99976164
국내 최대 재건축 단지에 생긴 일 [상남자들],2022-07-01,0.005548348,0.03466157,0.9597901,0.001253618,0.000172901,0.99857354
"2022 하반기 집값&전월세, 이렇게 됩니다",2022-06-30,0.000581342,0.012116025,0.9873026,4.38E-05,4.40E-05,0.99991226
"갭투자, 이 영상부터 확인해야 함정에 안 빠집니다 [이승현 부동산 전문 회계사 1부]",2022-06-29,0.035294738,0.01045011,0.9542552,5.62E-05,0.000171668,0.99977225
지금부터 들어가면 '안전하게' 큰돈 버는 부동산 투자처 [김제경 / @TUMI7777 ],2022-06-28,0.001303256,0.002015727,0.996681,0.001282463,0.000208712,0.9985089
"""필수 시청"" 첫 주택 대출 풀고, 1주택자 세금 깎아줍니다",2022-06-27,0.00095957,0.011148249,0.98789227,5.85E-05,4.22E-05,0.99989927
"하반기 아파트 분양가 최대 4% 인상, 집값 영향은?",2022-06-26,0.001055866,0.006995992,0.9919481,3.98E-05,4.39E-05,0.9999162
"큰돈 벌고 싶은 2030, 이거부터 하세요 [러셀 풀버전 / @TvRussell ]",2022-06-26,0.001880789,0.01912898,0.97899026,0.000211733,9.86E-05,0.9996897
"""돈 때문에 싸워요"" 부부 돈 불리기는 이렇게 하는 겁니다 [정선용 작가 2부]",2022-06-25,0.000628321,0.004098275,0.99527353,0.000120233,7.77E-05,0.99980205
"40대, 이제 노후 준비를 제대로 시작해야 하는 이유 [상남자들]",2022-06-24,0.001994307,0.016973251,0.98103255,0.000480562,0.00022306,0.9992964
"직장인, 소액 목돈은 이렇게 굴려야 합니다 [김제경 / @TUMI7777 ]",2022-06-24,0.008325766,0.010120222,0.9815539,0.001092371,0.000521265,0.9983864
"""내 집 마련 언제?"" 새 정부 부동산 정책 알고가야 합니다",2022-06-23,0.013000074,0.014220621,0.9727793,4.24E-05,4.01E-05,0.9999175
부자되고 싶다면 젊을 때 이렇게 해야 후회 안 합니다 [정선용 작가 1부],2022-06-22,0.000960569,0.015451987,0.98358744,0.000237081,0.000181054,0.9995819
[LIVE] 명심하세요 평범한 사람은 이런 루트로 부자됩니다 [김작가 / @lucky_tv ],2022-06-22,0.000853138,0.008181558,0.9909653,9.75E-05,7.28E-05,0.99982965
"경제는 다시 회복합니다, 목돈 만들고 싶다면 여기 넣으세요 [두물머리 빈센트]",2022-06-21,0.019746063,0.025265206,0.95498866,6.33E-05,4.15E-05,0.9998951
"""급등 급락 다 겪었어도"" 이렇게 투자해야 큰 부자됩니다",2022-06-20,0.00298262,0.024619136,0.9723982,0.002359539,0.47164768,0.52599275
"""교육, 직장, 삶의 질"" 상급지 갈아타기, 고민되면 이렇게 판단하세요",2022-06-19,0.000963593,0.001080083,0.99795634,6.65E-05,4.24E-05,0.99989104
당신이 지금 당장 돈 공부를 시작해야 하는 이유 [러셀 / @TvRussell ],2022-06-18,0.005426642,0.011789804,0.98278356,0.00032773,0.000268678,0.9994036
부자될 기회 또 옵니다 이렇게 준비하세요 [부룡 풀버전 / @buryong_tv ],2022-06-18,0.002959041,0.009519089,0.98752195,6.63E-05,4.45E-05,0.999889
"""너무 돈만 바라는 나?"" 부자되려면 이런 생각은 버려야 합니다 [상남자들]",2022-06-17,0.000938862,0.025309788,0.97375137,0.000304133,0.000126588,0.99956936
'소액 부동산' 이렇게 투자하면 큰돈 법니다 [김제경 / @TUMI7777 ],2022-06-16,0.00082517,0.008884556,0.9902902,0.000449015,0.000105923,0.999445
"""빚 갚는데 월급의 70% 쓴다?"" 격변의 대출 시장",2022-06-16,0.003258481,0.00451665,0.9922249,0.000111914,0.000128178,0.99976
지금 부동산 투자해도 되는지 판단하는 방법 [빈센트 / 두물머리 이코노미스트],2022-06-15,0.013273906,0.05725053,0.9294756,5.71E-05,4.58E-05,0.9998971
이 영상을 본 당신의 인생은 바뀌게 됩니다 [@DonNaWa ],2022-06-14,0.000805739,0.008697058,0.99049723,8.26E-05,6.30E-05,0.9998543
돈에 목매는 사람들이 꼭 봐야할 영상,2022-06-13,0.002311456,0.012967299,0.9847212,7.76E-05,0.000162668,0.99975973
반포 91평 아파트가 30억 싸게 나온 이유,2022-06-12,0.008699133,0.00244088,0.98886,4.71E-05,5.27E-05,0.9999002
모르고 당하면 절대 못 돌려받는 전세 사기 특징[러셀 3부 / @TvRussell ],2022-06-11,0.000660547,0.02116712,0.9781723,0.000550375,0.001085493,0.99836415
올라도 벌고 내려도 버는 투자법을 공개합니다 [70억 전업투자자 박성현],2022-06-11,0.003454519,0.016627003,0.97991854,0.10310194,0.006169703,0.89072835
"2022 하반기 투자, 이 영상보고 결정하세요[홍춘욱, 풀버전 / @chunukhong ]",2022-06-10,0.010993168,0.01574749,0.9732593,0.000102161,7.43E-05,0.99982363
"아파트 VS 전원주택, 이렇게 판단하세요 [상남자들]",2022-06-10,0.001491532,0.013417127,0.9850913,4.22E-05,4.62E-05,0.99991155
"살 사람들은 지금, 여기를 사야하는 이유[김제경 소장 / @TUMI7777",2022-06-09,0.000668401,0.006796856,0.99253476,6.78E-05,7.33E-05,0.99985886
"앞으로 4년, 수도권 부동산 정책 이렇게 됩니다",2022-06-09,0.000480319,0.005116507,0.9944031,4.24E-05,4.54E-05,0.99991214
일단은 기다려야 하는 이유[빈센트 / 두물머리 이코노미스트],2022-06-08,0.000851804,0.001907454,0.9972407,7.17E-05,0.000170687,0.9997577
"""연금처럼 돈을 버세요"" 경제적 자유를 위한 현금 흐름 만드는 법 [박성현 70억 파이어족]",2022-06-07,0.005145412,0.012929509,0.98192513,0.000339951,7.77E-05,0.99958235
부자들은 지금 '이걸' 사모으고 있습니다 [황현희/@황현희 - 조사하면 돈 나와],2022-06-06,0.000610106,0.007026627,0.9923632,0.001156036,0.001127521,0.9977164
정말 늦었다고 생각할 때 당장 해야할 일,2022-06-05,0.002845624,0.013324276,0.9838301,0.000588036,0.002455931,0.996956
당신이 꼭 알아야 할 전월세 지원책 [러셀 2부 / @TvRussell],2022-06-04,0.010031034,0.010878161,0.97909087,4.21E-05,4.74E-05,0.9999105
지금 1주택자는 이렇게 투자 하세요 [부룡/@buryong_tv],2022-06-04,0.000821785,0.002915673,0.99626255,0.000541409,0.000396696,0.9990619
진짜 잘사는 사람은 드러내지 않습니다,2022-06-03,0.0159939,0.00653202,0.97747403,0.000625824,0.002981281,0.9963929
살아가는데 가장 경쟁력 있는 '이것'을 꼭 키우세요 [상남자들],2022-06-03,0.00091583,0.008265,0.9908192,0.000123108,5.21E-05,0.9998248
"끝 안 보이는 하락장, 뭘하면 될까? [홍춘욱/@chunukhong ]",2022-06-02,0.023660282,0.013416263,0.9629234,0.000153054,0.013815752,0.9860312
"7월부터 대출규제 풀린다, 내집마련 전략은?",2022-06-02,0.000567536,0.003406812,0.9960256,3.49E-05,4.68E-05,0.99991846
"""차 살까 vs 대중교통 탈까"" 대한민국 남성들의 가장 큰 고민",2022-06-01,0.000610302,0.015695287,0.9836943,4.49E-05,3.69E-05,0.9999181
"""기회는 덥석 잡으세요"" 위기를 기회로 잡는 부자들의 결정적 특징[황현희/생각발전소 대표]",2022-05-31,0.000713719,0.008487104,0.9907991,0.000103108,0.00012222,0.99977475
사소함이 만드는 부자와 평범한 사람의 차이 [강호동/@hodongoppa ],2022-05-31,0.000885266,0.024395382,0.97471935,0.000201774,0.000130528,0.99966776
"'허세 인플레이션'에 고통 받는 2030, 지금 정신 차려야 합니다.",2022-05-30,0.000670209,0.002330721,0.9969991,0.000428845,0.07521496,0.92435616
큰돈 벌고싶은 2030이 간과하는 한 가지 [러셀 1부 / @TvRussell ],2022-05-29,0.000612235,0.008527909,0.99085975,0.000325911,0.000103774,0.9995703
"투자는 잘 하는데 자산은 마이너스인 30대 남 ""우선순위를 바로 잡아야 합니다""",2022-05-28,0.011739953,0.004317536,0.9839425,0.00032958,0.00086627,0.9988042
2022 재건축 향방 이렇게 됩니다. [부룡 신현강 @buryong_tv ],2022-05-28,0.001049409,0.003951174,0.9949994,4.16E-05,4.14E-05,0.9999169
"""5분이면 됩니다""진짜 부자 될 수 있는지 확인하는 방법 [강호동 /@hodongoppa]",2022-05-27,0.000724485,0.008129254,0.99114627,8.75E-05,4.87E-05,0.99986374
"민주당 부동산 4법 발의, 종부세 전격 완화되나?",2022-05-26,0.000968925,0.01828071,0.9807504,5.56E-05,3.41E-05,0.99991024
"""추격 매수 하지 마세요""앞으로 집값 이렇게 됩니다. [홍춘욱/@chunukhong ]",2022-05-25,0.000450878,0.004137319,0.9954118,4.35E-05,4.44E-05,0.99991214
'위기에 부자 된다' 금리 인상을 기회로 바꾸는 방법 [홍춘욱/ @chunukhong ],2022-05-24,0.002346424,0.018067634,0.97958606,6.30E-05,7.91E-05,0.9998578
'기회를 잡으세요' 위기를 활용하면 인생을 바꿀 수 있습니다.,2022-05-23,0.000911979,0.002265578,0.9968225,0.000220014,0.000179249,0.9996008
"'하반기가 포인트' 대출 & 양도세 완화, 올해 집값 이렇게 된다[부룡/@buryong_tv ]",2022-05-22,0.005122736,0.011002034,0.98387516,3.82E-05,3.98E-05,0.99992204
가장 확실하게 부자 되는 법 ‘2가지’ [이정윤/@leesemusaTV ],2022-05-21,0.00115017,0.009517921,0.9893319,8.00E-05,3.75E-05,0.99988246
대부분 신혼부부가 무심코 저지르는 치명적인 실수,2022-05-21,0.002130237,0.018687118,0.9791826,5.59E-05,7.81E-05,0.999866
올해 집값 안타깝지만 이렇게 될 겁니다.[홍춘욱/@chunukhong ],2022-05-20,0.011829395,0.014634023,0.9735367,3.85E-05,4.47E-05,0.9999168
연 매출 120억 칼국수 사장님이 알려주는 부자가 되는 간단한 원리,2022-05-20,0.002462535,0.03570398,0.9618335,0.000368195,0.000142431,0.9994894
'아직 준비 중' 尹 정부의 부동산 정책 어디로 갈까?,2022-05-19,0.003204983,0.018649984,0.97814494,3.94E-05,4.47E-05,0.99991596
부자되고 싶은 2030이 적합한 결혼 배우자 고르는 법,2022-05-18,0.000901288,0.023873057,0.9752256,6.19E-05,4.47E-05,0.9998934
